id_contribuinte,ano,valor_lancado,valor_pago,adimplente
120,2022,490.35,490.35,1
121,2022,2623.67,2623.67,1
122,2022,2283.22,2283.22,1
123,2022,164.49,164.49,1
124,2022,490.63,490.63,1
125,2022,5646.84,5646.84,1
126,2022,180.9,180.9,1
127,2022,2398.94,2398.94,1
128,2022,165.64,165.64,1
129,2022,2468.12,2468.12,1
130,2022,524.19,0.0,0
131,2022,489.77,489.77,1
132,2022,173.81,173.81,1
133,2022,2623.33,2623.33,1
134,2022,1001.08,1001.08,1
135,2022,454.26,454.26,1
136,2022,990.25,990.25,1
137,2022,2200.21,2200.21,1
139,2022,967.66,0.0,0
140,2022,961.42,961.42,1
141,2022,2346.21,2346.21,1
142,2022,527.16,527.16,1
143,2022,494.74,494.74,1
144,2022,472.75,472.75,1
145,2022,188.36,188.36,1
146,2022,170.48,170.48,1
147,2022,869.13,869.13,1
148,2022,188.85,188.85,1
150,2022,508.61,508.61,1
151,2022,171.39,171.39,1
152,2022,510.36,510.36,1
153,2022,961.39,961.39,1
154,2022,523.72,523.72,1
155,2022,920.63,920.63,1
156,2022,482.74,482.74,1
157,2022,183.27,183.27,1
158,2022,876.11,876.11,1
159,2022,455.64,455.64,1
160,2022,181.12,181.12,1
161,2022,480.43,0.0,0
162,2022,978.19,978.19,1
163,2022,5547.8,5547.8,1
164,2022,448.56,448.56,1
165,2022,449.57,449.57,1
166,2022,450.21,450.21,1
168,2022,184.92,184.92,1
169,2022,2290.38,2290.38,1
170,2022,512.02,512.02,1
171,2022,471.77,471.77,1
173,2022,496.24,496.24,1
174,2022,468.94,0.0,0
175,2022,523.03,523.03,1
176,2022,456.15,456.15,1
177,2022,1026.37,1026.37,1
178,2022,174.94,174.94,1
179,2022,192.07,192.07,1
180,2022,2216.48,2216.48,1
181,2022,451.31,451.31,1
182,2022,470.27,470.27,1
183,2022,2194.67,2194.67,1
184,2022,5780.68,5780.68,1
185,2022,187.1,187.1,1
186,2022,192.76,192.76,1
187,2022,187.55,187.55,1
188,2022,180.95,180.95,1
189,2022,882.04,882.04,1
190,2022,930.62,930.62,1
191,2022,175.1,0.0,0
192,2022,464.05,464.05,1
193,2022,1005.28,1005.28,1
194,2022,165.04,165.04,1
195,2022,912.95,912.95,1
196,2022,6478.13,0.0,0
197,2022,466.32,466.32,1
198,2022,189.51,0.0,0
199,2022,2375.83,2375.83,1
200,2022,962.3,962.3,1
201,2022,195.87,195.87,1
202,2022,452.13,452.13,1
203,2022,191.79,191.79,1
204,2022,447.73,0.0,0
205,2022,2417.21,2417.21,1
206,2022,183.58,0.0,0
207,2022,6068.4,0.0,0
208,2022,467.24,0.0,0
209,2022,190.18,190.18,1
210,2022,1003.19,1003.19,1
211,2022,954.78,954.78,1
212,2022,192.85,192.85,1
214,2022,457.73,457.73,1
215,2022,479.8,479.8,1
216,2022,168.9,168.9,1
217,2022,509.16,0.0,0
218,2022,170.32,170.32,1
219,2022,172.45,172.45,1
220,2022,953.32,953.32,1
221,2022,170.53,170.53,1
222,2022,477.84,477.84,1
223,2022,1010.71,1010.71,1
224,2022,6019.5,6019.5,1
225,2022,437.02,437.02,1
227,2022,436.02,436.02,1
228,2022,190.36,190.36,1
229,2022,193.59,193.59,1
231,2022,191.84,0.0,0
232,2022,1043.51,1043.51,1
233,2022,6058.03,6058.03,1
234,2022,162.01,162.01,1
235,2022,194.01,194.01,1
236,2022,167.65,167.65,1
237,2022,176.77,176.77,1
238,2022,513.37,513.37,1
239,2022,169.01,169.01,1
240,2022,6198.32,6198.32,1
241,2022,526.05,526.05,1
242,2022,462.8,462.8,1
243,2022,457.75,457.75,1
244,2022,180.54,180.54,1
245,2022,6301.45,6301.45,1
246,2022,464.94,464.94,1
248,2022,486.75,486.75,1
249,2022,443.98,443.98,1
250,2022,6217.49,6217.49,1
251,2022,890.09,890.09,1
252,2022,175.5,175.5,1
253,2022,1003.85,1003.85,1
254,2022,2215.09,2215.09,1
255,2022,2443.79,0.0,0
256,2022,508.25,508.25,1
257,2022,2636.36,0.0,0
258,2022,197.07,197.07,1
259,2022,451.78,451.78,1
260,2022,6386.79,6386.79,1
261,2022,433.65,0.0,0
262,2022,6590.08,6590.08,1
263,2022,1001.37,1001.37,1
264,2022,470.75,470.75,1
265,2022,193.14,193.14,1
266,2022,1002.81,1002.81,1
267,2022,6261.36,0.0,0
268,2022,1017.88,1017.88,1
269,2022,878.39,878.39,1
270,2022,455.72,455.72,1
271,2022,5716.59,5716.59,1
272,2022,171.59,171.59,1
273,2022,453.86,0.0,0
274,2022,181.63,181.63,1
275,2022,503.35,503.35,1
276,2022,500.39,500.39,1
277,2022,520.08,520.08,1
279,2022,187.99,187.99,1
280,2022,994.3,994.3,1
281,2022,930.84,930.84,1
282,2022,193.41,193.41,1
283,2022,469.79,0.0,0
284,2022,460.42,0.0,0
285,2022,2453.14,2453.14,1
287,2022,521.33,521.33,1
288,2022,2459.0,2459.0,1
289,2022,162.62,162.62,1
290,2022,482.59,482.59,1
291,2022,460.78,460.78,1
292,2022,464.21,464.21,1
293,2022,471.37,0.0,0
294,2022,197.06,0.0,0
295,2022,167.75,167.75,1
296,2022,163.42,0.0,0
297,2022,178.29,178.29,1
298,2022,2465.61,2465.61,1
299,2022,908.99,908.99,1
300,2022,190.15,190.15,1
301,2022,168.21,168.21,1
302,2022,179.87,179.87,1
303,2022,177.47,177.47,1
304,2022,182.37,182.37,1
305,2022,512.94,512.94,1
306,2022,187.15,187.15,1
307,2022,499.09,499.09,1
308,2022,2444.9,2444.9,1
309,2022,196.03,196.03,1
310,2022,973.13,973.13,1
311,2022,194.09,194.09,1
312,2022,495.99,495.99,1
313,2022,456.64,456.64,1
314,2022,493.32,0.0,0
315,2022,192.93,0.0,0
316,2022,988.68,988.68,1
317,2022,468.92,468.92,1
318,2022,196.9,196.9,1
319,2022,487.4,487.4,1
320,2022,184.81,184.81,1
321,2022,194.25,194.25,1
322,2022,196.02,0.0,0
323,2022,166.61,166.61,1
324,2022,473.73,473.73,1
325,2022,945.48,945.48,1
326,2022,164.56,164.56,1
327,2022,444.18,444.18,1
328,2022,485.02,485.02,1
329,2022,185.29,185.29,1
330,2022,471.89,0.0,0
331,2022,526.91,526.91,1
332,2022,461.42,461.42,1
333,2022,190.32,190.32,1
334,2022,176.27,0.0,0
335,2022,185.25,185.25,1
336,2022,195.24,195.24,1
337,2022,180.22,180.22,1
338,2022,510.61,510.61,1
339,2022,187.39,187.39,1
340,2022,5950.1,5950.1,1
341,2022,1034.78,1034.78,1
342,2022,172.08,172.08,1
344,2022,437.97,437.97,1
345,2022,995.32,995.32,1
346,2022,189.48,0.0,0
348,2022,179.7,179.7,1
349,2022,181.34,181.34,1
350,2022,176.58,176.58,1
351,2022,512.24,512.24,1
352,2022,172.87,172.87,1
353,2022,179.26,0.0,0
354,2022,182.87,182.87,1
355,2022,180.26,180.26,1
356,2022,1041.17,1041.17,1
357,2022,509.35,509.35,1
358,2022,191.86,191.86,1
359,2022,927.64,927.64,1
360,2022,180.18,180.18,1
361,2022,2328.67,2328.67,1
362,2022,196.2,196.2,1
363,2022,509.24,0.0,0
364,2022,185.35,185.35,1
365,2022,163.2,163.2,1
366,2022,171.15,171.15,1
367,2022,907.27,907.27,1
368,2022,435.25,0.0,0
369,2022,456.62,456.62,1
370,2022,522.62,522.62,1
371,2022,454.52,454.52,1
372,2022,1035.35,1035.35,1
373,2022,177.02,177.02,1
374,2022,463.81,463.81,1
375,2022,2478.47,2478.47,1
377,2022,518.62,518.62,1
378,2022,186.2,186.2,1
379,2022,512.67,512.67,1
380,2022,2219.68,2219.68,1
381,2022,190.55,190.55,1
382,2022,168.0,168.0,1
383,2022,192.93,192.93,1
385,2022,195.66,0.0,0
386,2022,169.3,169.3,1
387,2022,167.23,0.0,0
388,2022,965.59,965.59,1
389,2022,177.87,0.0,0
390,2022,1015.39,0.0,0
391,2022,951.66,951.66,1
392,2022,176.49,176.49,1
393,2022,193.23,193.23,1
394,2022,468.36,468.36,1
395,2022,508.88,508.88,1
397,2022,508.48,508.48,1
398,2022,180.54,180.54,1
399,2022,2352.88,2352.88,1
400,2022,924.25,924.25,1
401,2022,972.39,0.0,0
402,2022,500.79,500.79,1
403,2022,469.0,469.0,1
404,2022,2619.17,2619.17,1
405,2022,492.62,0.0,0
406,2022,5542.54,5542.54,1
407,2022,193.26,193.26,1
408,2022,2477.14,2477.14,1
409,2022,469.97,469.97,1
410,2022,192.91,192.91,1
411,2022,972.59,972.59,1
412,2022,170.5,170.5,1
413,2022,452.26,452.26,1
414,2022,190.77,190.77,1
415,2022,977.49,977.49,1
416,2022,194.65,194.65,1
417,2022,167.12,167.12,1
418,2022,447.57,447.57,1
419,2022,2522.39,2522.39,1
420,2022,475.9,0.0,0
421,2022,165.42,165.42,1
422,2022,180.52,180.52,1
423,2022,197.89,197.89,1
426,2022,170.52,170.52,1
427,2022,172.7,172.7,1
428,2022,168.01,168.01,1
429,2022,179.26,179.26,1
430,2022,506.11,506.11,1
431,2022,1027.82,0.0,0
432,2022,433.79,433.79,1
433,2022,458.75,0.0,0
434,2022,185.2,185.2,1
435,2022,2438.74,2438.74,1
436,2022,454.33,454.33,1
437,2022,471.71,471.71,1
438,2022,172.36,172.36,1
439,2022,884.03,884.03,1
440,2022,174.17,0.0,0
441,2022,191.87,191.87,1
442,2022,173.27,173.27,1
443,2022,1022.63,1022.63,1
444,2022,1029.56,0.0,0
445,2022,164.72,164.72,1
446,2022,868.0,868.0,1
448,2022,930.48,0.0,0
449,2022,190.98,190.98,1
450,2022,165.48,165.48,1
451,2022,165.55,0.0,0
452,2022,188.11,188.11,1
453,2022,475.01,475.01,1
454,2022,944.17,944.17,1
455,2022,176.13,176.13,1
456,2022,453.0,453.0,1
457,2022,454.73,454.73,1
458,2022,434.32,434.32,1
459,2022,181.25,181.25,1
460,2022,1015.35,1015.35,1
461,2022,2520.88,2520.88,1
463,2022,444.58,444.58,1
464,2022,190.32,190.32,1
465,2022,526.09,526.09,1
466,2022,178.36,178.36,1
467,2022,6035.68,6035.68,1
468,2022,168.15,168.15,1
469,2022,180.73,180.73,1
470,2022,182.83,182.83,1
471,2022,190.75,190.75,1
472,2022,959.58,0.0,0
473,2022,169.56,169.56,1
474,2022,192.47,192.47,1
475,2022,2403.01,2403.01,1
476,2022,494.87,494.87,1
477,2022,195.31,195.31,1
478,2022,516.94,516.94,1
479,2022,482.21,482.21,1
481,2022,173.21,173.21,1
482,2022,190.43,190.43,1
483,2022,168.61,168.61,1
484,2022,999.86,999.86,1
485,2022,498.03,0.0,0
486,2022,1016.19,1016.19,1
487,2022,1006.6,1006.6,1
488,2022,165.98,165.98,1
489,2022,463.41,463.41,1
490,2022,476.31,476.31,1
491,2022,165.2,165.2,1
492,2022,166.72,166.72,1
493,2022,869.7,869.7,1
494,2022,897.1,0.0,0
495,2022,168.08,168.08,1
496,2022,873.24,0.0,0
497,2022,165.92,0.0,0
498,2022,520.62,520.62,1
499,2022,2334.43,2334.43,1
500,2022,6156.97,6156.97,1
501,2022,182.7,182.7,1
502,2022,2265.61,2265.61,1
503,2022,871.13,871.13,1
504,2022,930.61,930.61,1
505,2022,192.99,192.99,1
506,2022,195.58,195.58,1
507,2022,2279.79,2279.79,1
508,2022,1040.66,1040.66,1
509,2022,186.39,0.0,0
510,2022,2270.94,0.0,0
511,2022,975.02,975.02,1
512,2022,2608.17,2608.17,1
513,2022,2580.78,0.0,0
514,2022,2262.5,2262.5,1
515,2022,195.84,195.84,1
516,2022,184.01,184.01,1
518,2022,174.55,174.55,1
519,2022,176.25,176.25,1
520,2022,188.65,188.65,1
521,2022,509.63,0.0,0
522,2022,197.26,197.26,1
523,2022,2395.65,2395.65,1
524,2022,173.19,173.19,1
525,2022,2264.98,2264.98,1
526,2022,2224.01,2224.01,1
527,2022,2487.67,2487.67,1
528,2022,5488.43,5488.43,1
529,2022,883.45,883.45,1
530,2022,476.5,476.5,1
531,2022,2395.52,2395.52,1
532,2022,931.05,931.05,1
533,2022,526.72,526.72,1
534,2022,167.88,167.88,1
535,2022,452.22,452.22,1
536,2022,177.96,177.96,1
537,2022,197.53,0.0,0
538,2022,5670.76,0.0,0
539,2022,442.77,442.77,1
540,2022,189.19,189.19,1
541,2022,902.31,902.31,1
542,2022,446.44,446.44,1
543,2022,2434.18,2434.18,1
544,2022,445.43,445.43,1
545,2022,6521.17,6521.17,1
546,2022,2179.4,2179.4,1
547,2022,434.36,0.0,0
548,2022,193.03,193.03,1
549,2022,182.82,182.82,1
551,2022,194.61,0.0,0
552,2022,2344.37,0.0,0
553,2022,6585.43,0.0,0
554,2022,449.09,449.09,1
555,2022,891.25,891.25,1
556,2022,867.35,867.35,1
557,2022,173.53,173.53,1
558,2022,492.94,492.94,1
559,2022,169.18,169.18,1
560,2022,191.29,0.0,0
561,2022,2178.88,2178.88,1
562,2022,2562.12,0.0,0
563,2022,875.82,875.82,1
564,2022,181.81,181.81,1
565,2022,440.64,440.64,1
566,2022,953.26,953.26,1
567,2022,170.08,170.08,1
568,2022,928.08,928.08,1
569,2022,2255.17,2255.17,1
570,2022,433.19,433.19,1
571,2022,1024.12,1024.12,1
572,2022,983.48,983.48,1
573,2022,163.62,163.62,1
574,2022,910.52,910.52,1
575,2022,2469.82,2469.82,1
576,2022,942.28,942.28,1
577,2022,941.74,0.0,0
578,2022,437.96,437.96,1
579,2022,163.23,163.23,1
580,2022,2625.59,2625.59,1
581,2022,1011.59,1011.59,1
583,2022,171.64,171.64,1
585,2022,192.18,0.0,0
586,2022,514.12,514.12,1
587,2022,491.44,491.44,1
588,2022,440.9,440.9,1
589,2022,931.13,931.13,1
590,2022,1041.07,1041.07,1
591,2022,5798.54,5798.54,1
592,2022,524.21,524.21,1
593,2022,196.83,196.83,1
594,2022,891.84,891.84,1
595,2022,172.59,0.0,0
596,2022,183.92,183.92,1
597,2022,168.93,168.93,1
598,2022,171.41,171.41,1
599,2022,5748.99,5748.99,1
600,2022,962.66,962.66,1
601,2022,978.05,978.05,1
602,2022,177.27,0.0,0
603,2022,525.12,525.12,1
604,2022,1000.19,1000.19,1
606,2022,456.12,456.12,1
607,2022,177.43,177.43,1
608,2022,1004.1,1004.1,1
609,2022,181.18,181.18,1
610,2022,892.48,892.48,1
611,2022,6394.57,0.0,0
612,2022,518.73,518.73,1
613,2022,497.54,0.0,0
614,2022,453.58,453.58,1
615,2022,5531.02,5531.02,1
616,2022,2491.47,2491.47,1
617,2022,195.95,195.95,1
618,2022,1000.62,1000.62,1
619,2022,2176.07,2176.07,1
620,2022,6024.85,6024.85,1
621,2022,2364.34,2364.34,1
622,2022,882.62,882.62,1
623,2022,1052.76,1052.76,1
624,2022,179.86,0.0,0
625,2022,2589.94,2589.94,1
627,2022,173.25,173.25,1
628,2022,1025.79,1025.79,1
629,2022,163.82,163.82,1
630,2022,173.91,173.91,1
631,2022,166.63,166.63,1
632,2022,180.47,180.47,1
633,2022,189.02,189.02,1
634,2022,502.23,502.23,1
635,2022,486.54,486.54,1
636,2022,1007.09,1007.09,1
637,2022,1022.82,1022.82,1
638,2022,444.18,444.18,1
639,2022,179.38,179.38,1
640,2022,196.54,196.54,1
641,2022,497.39,497.39,1
642,2022,499.54,499.54,1
643,2022,196.17,196.17,1
644,2022,168.16,168.16,1
645,2022,179.67,0.0,0
646,2022,465.24,465.24,1
647,2022,510.21,510.21,1
648,2022,1054.06,1054.06,1
649,2022,169.99,169.99,1
650,2022,474.77,474.77,1
651,2022,181.58,181.58,1
652,2022,195.35,195.35,1
653,2022,897.82,897.82,1
655,2022,167.62,167.62,1
656,2022,185.81,185.81,1
658,2022,523.11,523.11,1
659,2022,513.82,513.82,1
660,2022,165.79,165.79,1
661,2022,183.59,183.59,1
662,2022,2441.5,2441.5,1
663,2022,5997.83,5997.83,1
664,2022,169.12,169.12,1
665,2022,1005.57,1005.57,1
666,2022,441.36,441.36,1
667,2022,187.7,187.7,1
668,2022,5895.03,5895.03,1
669,2022,183.81,183.81,1
670,2022,189.43,189.43,1
671,2022,168.07,168.07,1
672,2022,2301.38,0.0,0
673,2022,927.61,927.61,1
674,2022,186.42,186.42,1
675,2022,5763.97,5763.97,1
676,2022,2631.85,2631.85,1
677,2022,461.74,461.74,1
678,2022,523.29,523.29,1
679,2022,2395.19,2395.19,1
680,2022,165.31,165.31,1
681,2022,2343.87,2343.87,1
682,2022,435.88,435.88,1
683,2022,933.8,933.8,1
684,2022,940.19,940.19,1
685,2022,162.26,162.26,1
686,2022,5654.36,5654.36,1
687,2022,2415.01,2415.01,1
688,2022,193.16,193.16,1
689,2022,516.55,516.55,1
690,2022,514.64,514.64,1
691,2022,193.1,193.1,1
692,2022,5764.82,5764.82,1
693,2022,896.66,896.66,1
694,2022,959.59,0.0,0
695,2022,5950.49,5950.49,1
696,2022,171.41,171.41,1
697,2022,162.99,162.99,1
698,2022,192.96,192.96,1
699,2022,452.08,452.08,1
700,2022,517.45,0.0,0
701,2022,176.55,176.55,1
702,2022,173.08,0.0,0
703,2022,1003.29,1003.29,1
704,2022,949.77,949.77,1
705,2022,490.38,490.38,1
706,2022,192.2,192.2,1
707,2022,196.14,196.14,1
708,2022,523.87,523.87,1
709,2022,191.27,191.27,1
710,2022,515.16,515.16,1
711,2022,196.9,196.9,1
713,2022,6289.22,0.0,0
714,2022,175.21,175.21,1
715,2022,489.98,489.98,1
716,2022,466.29,466.29,1
717,2022,519.93,519.93,1
718,2022,197.36,197.36,1
719,2022,196.83,196.83,1
720,2022,184.62,184.62,1
721,2022,6522.3,6522.3,1
722,2022,960.17,960.17,1
723,2022,2161.81,2161.81,1
724,2022,874.71,874.71,1
726,2022,479.58,479.58,1
727,2022,2259.96,2259.96,1
728,2022,179.02,179.02,1
729,2022,924.31,924.31,1
730,2022,165.3,165.3,1
731,2022,447.95,447.95,1
732,2022,196.04,196.04,1
733,2022,5425.07,5425.07,1
734,2022,5641.32,5641.32,1
735,2022,2212.17,2212.17,1
736,2022,520.69,520.69,1
737,2022,2569.89,2569.89,1
738,2022,168.14,168.14,1
740,2022,920.1,0.0,0
742,2022,448.78,448.78,1
743,2022,190.2,190.2,1
744,2022,491.11,491.11,1
745,2022,461.01,0.0,0
746,2022,197.82,197.82,1
747,2022,177.89,177.89,1
748,2022,516.69,516.69,1
749,2022,449.36,449.36,1
750,2022,448.66,448.66,1
751,2022,511.93,511.93,1
752,2022,170.24,170.24,1
753,2022,444.09,444.09,1
754,2022,519.08,519.08,1
755,2022,507.86,507.86,1
756,2022,903.67,903.67,1
757,2022,6557.46,6557.46,1
758,2022,181.31,181.31,1
759,2022,468.87,468.87,1
760,2022,167.18,0.0,0
761,2022,184.47,184.47,1
762,2022,475.09,475.09,1
763,2022,447.43,447.43,1
764,2022,177.0,177.0,1
765,2022,925.53,925.53,1
766,2022,197.3,197.3,1
767,2022,919.56,919.56,1
768,2022,450.62,450.62,1
769,2022,197.29,197.29,1
770,2022,170.02,170.02,1
771,2022,961.82,961.82,1
772,2022,525.55,525.55,1
773,2022,5525.18,5525.18,1
774,2022,895.83,895.83,1
775,2022,186.88,186.88,1
776,2022,6371.98,6371.98,1
777,2022,928.89,928.89,1
778,2022,188.36,188.36,1
779,2022,493.92,493.92,1
780,2022,898.23,898.23,1
781,2022,454.37,454.37,1
782,2022,1053.15,1053.15,1
783,2022,979.24,979.24,1
784,2022,1002.49,1002.49,1
785,2022,432.04,432.04,1
786,2022,481.12,0.0,0
787,2022,968.42,968.42,1
788,2022,172.73,172.73,1
789,2022,182.42,182.42,1
790,2022,475.98,475.98,1
791,2022,184.71,184.71,1
792,2022,487.77,487.77,1
793,2022,5486.7,5486.7,1
794,2022,1027.1,1027.1,1
795,2022,450.26,450.26,1
796,2022,925.65,925.65,1
797,2022,186.49,186.49,1
798,2022,1013.71,1013.71,1
799,2022,162.32,162.32,1
800,2022,171.57,171.57,1
801,2022,189.56,189.56,1
802,2022,186.22,186.22,1
803,2022,184.43,184.43,1
804,2022,192.71,192.71,1
805,2022,164.84,164.84,1
806,2022,2451.47,2451.47,1
807,2022,507.16,507.16,1
808,2022,169.35,169.35,1
809,2022,6552.52,6552.52,1
810,2022,479.22,479.22,1
811,2022,487.44,487.44,1
812,2022,497.28,497.28,1
813,2022,164.55,164.55,1
814,2022,162.57,162.57,1
815,2022,165.97,165.97,1
816,2022,944.11,944.11,1
817,2022,890.57,890.57,1
818,2022,2337.48,2337.48,1
819,2022,459.86,0.0,0
820,2022,5925.64,5925.64,1
821,2022,487.98,487.98,1
822,2022,445.01,445.01,1
823,2022,172.51,172.51,1
824,2022,163.16,163.16,1
825,2022,929.33,929.33,1
826,2022,171.57,171.57,1
827,2022,194.31,194.31,1
828,2022,168.81,168.81,1
829,2022,497.08,497.08,1
830,2022,509.75,509.75,1
831,2022,490.62,490.62,1
832,2022,2388.84,2388.84,1
833,2022,5547.94,5547.94,1
834,2022,186.34,186.34,1
835,2022,182.23,182.23,1
836,2022,493.82,0.0,0
837,2022,2575.32,2575.32,1
838,2022,1031.41,1031.41,1
839,2022,180.62,180.62,1
840,2022,181.2,181.2,1
841,2022,171.21,171.21,1
842,2022,507.81,507.81,1
843,2022,177.84,177.84,1
846,2022,182.0,182.0,1
848,2022,482.83,482.83,1
849,2022,179.1,179.1,1
850,2022,5771.26,5771.26,1
851,2022,5777.29,5777.29,1
852,2022,174.62,174.62,1
853,2022,454.33,454.33,1
854,2022,521.74,521.74,1
855,2022,507.47,0.0,0
856,2022,182.31,182.31,1
857,2022,1037.36,1037.36,1
858,2022,163.64,163.64,1
859,2022,185.67,185.67,1
860,2022,6519.31,6519.31,1
861,2022,163.95,163.95,1
862,2022,174.27,174.27,1
863,2022,1029.06,1029.06,1
864,2022,475.64,475.64,1
865,2022,986.3,986.3,1
866,2022,180.89,180.89,1
867,2022,494.09,494.09,1
869,2022,486.25,486.25,1
870,2022,487.22,487.22,1
871,2022,994.42,994.42,1
872,2022,873.78,873.78,1
873,2022,460.09,460.09,1
874,2022,164.93,164.93,1
875,2022,930.93,930.93,1
876,2022,494.38,494.38,1
877,2022,190.24,0.0,0
878,2022,6547.74,6547.74,1
879,2022,5576.74,5576.74,1
880,2022,181.35,181.35,1
881,2022,501.81,501.81,1
882,2022,195.55,195.55,1
883,2022,164.86,164.86,1
884,2022,981.64,981.64,1
885,2022,506.2,506.2,1
886,2022,506.21,506.21,1
887,2022,2376.6,2376.6,1
888,2022,1028.47,1028.47,1
889,2022,939.58,939.58,1
890,2022,190.84,190.84,1
891,2022,183.51,183.51,1
892,2022,450.02,0.0,0
893,2022,875.11,0.0,0
894,2022,482.42,482.42,1
895,2022,196.94,196.94,1
896,2022,197.28,197.28,1
897,2022,510.77,510.77,1
898,2022,165.36,165.36,1
899,2022,896.65,896.65,1
900,2022,182.1,182.1,1
901,2022,6504.74,6504.74,1
902,2022,488.58,488.58,1
903,2022,162.9,162.9,1
904,2022,1022.38,1022.38,1
905,2022,165.72,165.72,1
906,2022,945.32,945.32,1
907,2022,193.97,193.97,1
908,2022,178.63,178.63,1
909,2022,195.77,195.77,1
910,2022,472.16,472.16,1
911,2022,170.84,170.84,1
912,2022,502.24,502.24,1
913,2022,435.4,0.0,0
914,2022,162.3,162.3,1
915,2022,878.89,878.89,1
916,2022,6393.54,6393.54,1
917,2022,465.3,0.0,0
918,2022,866.47,866.47,1
919,2022,189.38,0.0,0
920,2022,2342.48,2342.48,1
921,2022,526.89,526.89,1
922,2022,460.42,460.42,1
923,2022,2629.86,2629.86,1
924,2022,197.04,197.04,1
925,2022,2326.08,2326.08,1
926,2022,194.54,194.54,1
927,2022,2176.27,2176.27,1
928,2022,2192.16,2192.16,1
929,2022,1000.46,1000.46,1
930,2022,985.45,985.45,1
931,2022,889.92,889.92,1
932,2022,166.26,166.26,1
933,2022,5836.52,5836.52,1
935,2022,168.0,168.0,1
936,2022,938.75,938.75,1
937,2022,437.02,437.02,1
938,2022,990.31,990.31,1
939,2022,493.94,493.94,1
940,2022,187.24,187.24,1
941,2022,981.19,981.19,1
942,2022,472.87,472.87,1
943,2022,174.27,174.27,1
