id_obra,desc_obra,data_lancamento,id_imovel,bairro,valor_venal,valor_lancado,valor_pago,adimplente
1,Recapeamento Av. Central,2022-06-01,1213,Vila Nova,326870.68,519.63,519.63,1
1,Recapeamento Av. Central,2022-06-01,1221,Vila Nova,205440.99,326.59,0.0,0
1,Recapeamento Av. Central,2022-06-01,1222,Centro,236822.89,376.48,376.48,1
1,Recapeamento Av. Central,2022-06-01,1223,Vila Nova,158396.23,251.81,251.81,1
1,Recapeamento Av. Central,2022-06-01,1246,Vila Nova,347944.69,553.13,553.13,1
1,Recapeamento Av. Central,2022-06-01,1253,Vila Nova,362152.45,575.72,575.72,1
1,Recapeamento Av. Central,2022-06-01,1256,Centro,197863.99,314.55,314.55,1
1,Recapeamento Av. Central,2022-06-01,1265,Centro,962821.82,1530.62,1530.62,1
1,Recapeamento Av. Central,2022-06-01,1267,Vila Nova,360907.25,573.74,573.74,1
1,Recapeamento Av. Central,2022-06-01,1280,Vila Nova,114839.18,182.56,182.56,1
1,Recapeamento Av. Central,2022-06-01,1286,Centro,180929.71,287.63,287.63,1
1,Recapeamento Av. Central,2022-06-01,1288,Vila Nova,190954.67,303.56,303.56,1
1,Recapeamento Av. Central,2022-06-01,1291,Vila Nova,195095.46,310.15,310.15,1
1,Recapeamento Av. Central,2022-06-01,1296,Vila Nova,583347.15,927.36,927.36,1
1,Recapeamento Av. Central,2022-06-01,1297,Vila Nova,1690340.42,2687.17,2687.17,1
1,Recapeamento Av. Central,2022-06-01,1302,Centro,409595.66,651.14,651.14,1
1,Recapeamento Av. Central,2022-06-01,1311,Vila Nova,1418262.28,2254.64,2254.64,1
1,Recapeamento Av. Central,2022-06-01,1318,Centro,393415.37,625.42,0.0,0
1,Recapeamento Av. Central,2022-06-01,1320,Centro,630263.99,1001.94,1001.94,1
1,Recapeamento Av. Central,2022-06-01,1321,Centro,702046.26,1116.06,1116.06,1
1,Recapeamento Av. Central,2022-06-01,1323,Vila Nova,588422.39,935.43,935.43,1
1,Recapeamento Av. Central,2022-06-01,1326,Vila Nova,132816.34,211.14,211.14,1
1,Recapeamento Av. Central,2022-06-01,1329,Vila Nova,235540.89,374.44,374.44,1
1,Recapeamento Av. Central,2022-06-01,1336,Centro,1555551.76,2472.89,2472.89,1
1,Recapeamento Av. Central,2022-06-01,1343,Centro,1836437.44,2919.42,2919.42,1
1,Recapeamento Av. Central,2022-06-01,1349,Vila Nova,276698.93,439.87,439.87,1
1,Recapeamento Av. Central,2022-06-01,1350,Vila Nova,530565.9,843.45,843.45,1
1,Recapeamento Av. Central,2022-06-01,1352,Centro,402334.58,639.6,639.6,1
1,Recapeamento Av. Central,2022-06-01,1370,Vila Nova,419906.58,667.53,0.0,0
1,Recapeamento Av. Central,2022-06-01,1372,Centro,684629.9,1088.37,0.0,0
1,Recapeamento Av. Central,2022-06-01,1376,Vila Nova,1124798.46,1788.11,0.0,0
1,Recapeamento Av. Central,2022-06-01,1377,Vila Nova,288567.91,458.74,458.74,1
1,Recapeamento Av. Central,2022-06-01,1399,Vila Nova,866682.16,1377.78,1377.78,1
1,Recapeamento Av. Central,2022-06-01,1420,Vila Nova,478753.4,761.08,761.08,1
1,Recapeamento Av. Central,2022-06-01,1429,Vila Nova,483505.11,768.64,768.64,1
1,Recapeamento Av. Central,2022-06-01,1439,Centro,405391.3,644.46,644.46,1
1,Recapeamento Av. Central,2022-06-01,1449,Centro,488460.65,776.51,776.51,1
1,Recapeamento Av. Central,2022-06-01,1458,Centro,160668.79,255.42,255.42,1
1,Recapeamento Av. Central,2022-06-01,1479,Vila Nova,330084.43,524.74,524.74,1
1,Recapeamento Av. Central,2022-06-01,1492,Centro,740504.68,1177.19,1177.19,1
1,Recapeamento Av. Central,2022-06-01,1501,Centro,581655.79,924.67,0.0,0
1,Recapeamento Av. Central,2022-06-01,1505,Centro,482690.23,767.34,0.0,0
1,Recapeamento Av. Central,2022-06-01,1508,Vila Nova,367142.97,583.65,583.65,1
1,Recapeamento Av. Central,2022-06-01,1509,Vila Nova,393047.73,624.84,624.84,1
1,Recapeamento Av. Central,2022-06-01,1513,Centro,1119360.19,1779.47,0.0,0
1,Recapeamento Av. Central,2022-06-01,1514,Centro,1563528.25,2485.57,2485.57,1
1,Recapeamento Av. Central,2022-06-01,1534,Vila Nova,299975.92,476.88,476.88,1
1,Recapeamento Av. Central,2022-06-01,1551,Centro,752152.3,1195.71,1195.71,1
1,Recapeamento Av. Central,2022-06-01,1554,Vila Nova,265826.83,422.59,422.59,1
1,Recapeamento Av. Central,2022-06-01,1555,Vila Nova,1308219.83,2079.7,0.0,0
1,Recapeamento Av. Central,2022-06-01,1558,Centro,893092.18,1419.77,1419.77,1
1,Recapeamento Av. Central,2022-06-01,1560,Vila Nova,797826.68,1268.32,1268.32,1
1,Recapeamento Av. Central,2022-06-01,1571,Vila Nova,375259.39,596.56,596.56,1
1,Recapeamento Av. Central,2022-06-01,1574,Vila Nova,1833724.52,2915.11,2915.11,1
1,Recapeamento Av. Central,2022-06-01,1575,Vila Nova,944785.48,1501.94,1501.94,1
1,Recapeamento Av. Central,2022-06-01,1576,Vila Nova,468280.87,744.43,744.43,1
1,Recapeamento Av. Central,2022-06-01,1577,Vila Nova,327112.84,520.02,520.02,1
1,Recapeamento Av. Central,2022-06-01,1584,Centro,195443.84,310.7,0.0,0
1,Recapeamento Av. Central,2022-06-01,1586,Vila Nova,456859.15,726.28,726.28,1
1,Recapeamento Av. Central,2022-06-01,1587,Vila Nova,199775.4,317.59,317.59,1
1,Recapeamento Av. Central,2022-06-01,1588,Centro,599065.21,952.35,952.35,1
1,Recapeamento Av. Central,2022-06-01,1590,Centro,528066.85,839.48,839.48,1
1,Recapeamento Av. Central,2022-06-01,1591,Vila Nova,613957.66,976.02,976.02,1
1,Recapeamento Av. Central,2022-06-01,1600,Vila Nova,504810.99,802.51,802.51,1
1,Recapeamento Av. Central,2022-06-01,1604,Centro,892283.16,1418.48,0.0,0
1,Recapeamento Av. Central,2022-06-01,1607,Centro,2409452.84,3830.35,3830.35,1
1,Recapeamento Av. Central,2022-06-01,1611,Centro,99847.69,158.73,158.73,1
1,Recapeamento Av. Central,2022-06-01,1616,Vila Nova,253432.71,402.89,402.89,1
1,Recapeamento Av. Central,2022-06-01,1623,Vila Nova,459118.55,729.87,729.87,1
1,Recapeamento Av. Central,2022-06-01,1624,Centro,781314.44,1242.07,1242.07,1
1,Recapeamento Av. Central,2022-06-01,1625,Vila Nova,648098.26,1030.29,1030.29,1
1,Recapeamento Av. Central,2022-06-01,1636,Centro,2539315.59,4036.8,0.0,0
1,Recapeamento Av. Central,2022-06-01,1644,Vila Nova,386144.5,613.86,613.86,1
1,Recapeamento Av. Central,2022-06-01,1652,Vila Nova,389251.56,618.8,618.8,1
1,Recapeamento Av. Central,2022-06-01,1659,Vila Nova,875688.57,1392.1,1392.1,1
1,Recapeamento Av. Central,2022-06-01,1668,Centro,695993.92,1106.43,1106.43,1
1,Recapeamento Av. Central,2022-06-01,1678,Vila Nova,389494.25,619.19,0.0,0
1,Recapeamento Av. Central,2022-06-01,1700,Vila Nova,597374.29,949.66,949.66,1
1,Recapeamento Av. Central,2022-06-01,1712,Vila Nova,188269.5,299.3,299.3,1
1,Recapeamento Av. Central,2022-06-01,1725,Centro,657808.66,1045.73,0.0,0
1,Recapeamento Av. Central,2022-06-01,1728,Centro,205721.57,327.04,327.04,1
1,Recapeamento Av. Central,2022-06-01,1731,Centro,267928.66,425.93,0.0,0
1,Recapeamento Av. Central,2022-06-01,1739,Vila Nova,270326.35,429.74,0.0,0
1,Recapeamento Av. Central,2022-06-01,1741,Centro,793981.15,1262.21,1262.21,1
1,Recapeamento Av. Central,2022-06-01,1743,Vila Nova,484016.1,769.45,0.0,0
1,Recapeamento Av. Central,2022-06-01,1747,Vila Nova,377273.5,599.76,0.0,0
1,Recapeamento Av. Central,2022-06-01,1765,Vila Nova,432511.84,687.57,687.57,1
1,Recapeamento Av. Central,2022-06-01,1768,Centro,275115.73,437.36,437.36,1
1,Recapeamento Av. Central,2022-06-01,1770,Centro,726503.73,1154.94,1154.94,1
1,Recapeamento Av. Central,2022-06-01,1773,Vila Nova,201227.03,319.89,319.89,1
1,Recapeamento Av. Central,2022-06-01,1789,Vila Nova,195061.84,310.09,310.09,1
1,Recapeamento Av. Central,2022-06-01,1794,Centro,1007587.57,1601.78,1601.78,1
1,Recapeamento Av. Central,2022-06-01,1800,Centro,915426.21,1455.27,1455.27,1
1,Recapeamento Av. Central,2022-06-01,1801,Centro,308037.7,489.69,489.69,1
1,Recapeamento Av. Central,2022-06-01,1808,Vila Nova,75030.69,119.28,119.28,1
1,Recapeamento Av. Central,2022-06-01,1811,Centro,169321.35,269.17,0.0,0
1,Recapeamento Av. Central,2022-06-01,1814,Vila Nova,267144.27,424.68,424.68,1
1,Recapeamento Av. Central,2022-06-01,1815,Vila Nova,406287.9,645.88,645.88,1
1,Recapeamento Av. Central,2022-06-01,1818,Centro,328506.6,522.23,522.23,1
1,Recapeamento Av. Central,2022-06-01,1820,Centro,376728.69,598.89,598.89,1
1,Recapeamento Av. Central,2022-06-01,1848,Vila Nova,591178.17,939.81,939.81,1
1,Recapeamento Av. Central,2022-06-01,1851,Vila Nova,619485.0,984.81,984.81,1
1,Recapeamento Av. Central,2022-06-01,1863,Centro,896302.08,1424.87,0.0,0
1,Recapeamento Av. Central,2022-06-01,1865,Vila Nova,429223.34,682.34,682.34,1
1,Recapeamento Av. Central,2022-06-01,1873,Centro,872125.91,1386.43,1386.43,1
1,Recapeamento Av. Central,2022-06-01,1877,Vila Nova,235078.54,373.71,373.71,1
1,Recapeamento Av. Central,2022-06-01,1883,Centro,424798.65,675.31,675.31,1
1,Recapeamento Av. Central,2022-06-01,1886,Vila Nova,561233.68,892.2,892.2,1
1,Recapeamento Av. Central,2022-06-01,1889,Centro,1069649.75,1700.44,1700.44,1
1,Recapeamento Av. Central,2022-06-01,1905,Vila Nova,370822.73,589.5,589.5,1
1,Recapeamento Av. Central,2022-06-01,1935,Centro,691823.98,1099.81,1099.81,1
1,Recapeamento Av. Central,2022-06-01,1936,Centro,839961.7,1335.3,1335.3,1
1,Recapeamento Av. Central,2022-06-01,1938,Centro,169637.29,269.68,269.68,1
1,Recapeamento Av. Central,2022-06-01,1940,Vila Nova,1166478.18,1854.37,0.0,0
1,Recapeamento Av. Central,2022-06-01,1948,Vila Nova,153987.33,244.8,244.8,1
1,Recapeamento Av. Central,2022-06-01,1949,Centro,665364.11,1057.74,0.0,0
1,Recapeamento Av. Central,2022-06-01,1950,Centro,68344.8,108.65,0.0,0
1,Recapeamento Av. Central,2022-06-01,1951,Centro,465420.74,739.89,0.0,0
1,Recapeamento Av. Central,2022-06-01,1961,Vila Nova,29943.97,47.6,47.6,1
1,Recapeamento Av. Central,2022-06-01,1964,Vila Nova,72076.09,114.58,114.58,1
1,Recapeamento Av. Central,2022-06-01,1976,Centro,525420.91,835.27,835.27,1
1,Recapeamento Av. Central,2022-06-01,1983,Vila Nova,136891.17,217.62,217.62,1
1,Recapeamento Av. Central,2022-06-01,1994,Centro,397061.57,631.22,631.22,1
1,Recapeamento Av. Central,2022-06-01,2000,Vila Nova,75019.4,119.26,119.26,1
1,Recapeamento Av. Central,2022-06-01,2008,Vila Nova,172689.23,274.53,0.0,0
1,Recapeamento Av. Central,2022-06-01,2028,Centro,983988.07,1564.26,1564.26,1
1,Recapeamento Av. Central,2022-06-01,2031,Vila Nova,311649.79,495.44,495.44,1
1,Recapeamento Av. Central,2022-06-01,2032,Vila Nova,475510.55,755.93,0.0,0
1,Recapeamento Av. Central,2022-06-01,2037,Vila Nova,192030.62,305.27,305.27,1
1,Recapeamento Av. Central,2022-06-01,2053,Vila Nova,332175.69,528.07,528.07,1
1,Recapeamento Av. Central,2022-06-01,2061,Vila Nova,313779.8,498.82,0.0,0
1,Recapeamento Av. Central,2022-06-01,2072,Vila Nova,538078.87,855.39,0.0,0
1,Recapeamento Av. Central,2022-06-01,2084,Centro,139742.62,222.15,222.15,1
1,Recapeamento Av. Central,2022-06-01,2087,Centro,351869.68,559.37,559.37,1
1,Recapeamento Av. Central,2022-06-01,2088,Vila Nova,2083021.63,3311.42,3311.42,1
1,Recapeamento Av. Central,2022-06-01,2089,Centro,299596.46,476.27,476.27,1
1,Recapeamento Av. Central,2022-06-01,2096,Centro,301193.86,478.81,478.81,1
1,Recapeamento Av. Central,2022-06-01,2116,Centro,395722.07,629.09,0.0,0
1,Recapeamento Av. Central,2022-06-01,2138,Centro,1016585.49,1616.08,1616.08,1
1,Recapeamento Av. Central,2022-06-01,2147,Centro,1009283.87,1604.48,1604.48,1
1,Recapeamento Av. Central,2022-06-01,2155,Centro,220645.63,350.76,350.76,1
1,Recapeamento Av. Central,2022-06-01,2158,Vila Nova,531229.28,844.51,844.51,1
1,Recapeamento Av. Central,2022-06-01,2159,Vila Nova,575845.12,915.43,0.0,0
1,Recapeamento Av. Central,2022-06-01,2161,Centro,824550.86,1310.8,1310.8,1
1,Recapeamento Av. Central,2022-06-01,2162,Vila Nova,233234.75,370.78,370.78,1
1,Recapeamento Av. Central,2022-06-01,2163,Centro,429573.95,682.9,0.0,0
1,Recapeamento Av. Central,2022-06-01,2185,Vila Nova,341005.68,542.1,542.1,1
1,Recapeamento Av. Central,2022-06-01,2192,Centro,827937.93,1316.19,1316.19,1
1,Recapeamento Av. Central,2022-06-01,2201,Centro,895775.79,1424.03,1424.03,1
1,Recapeamento Av. Central,2022-06-01,2205,Vila Nova,1234677.99,1962.79,1962.79,1
1,Recapeamento Av. Central,2022-06-01,2217,Vila Nova,557211.63,885.81,0.0,0
1,Recapeamento Av. Central,2022-06-01,2219,Vila Nova,395303.24,628.42,628.42,1
1,Recapeamento Av. Central,2022-06-01,2230,Centro,953751.08,1516.2,1516.2,1
1,Recapeamento Av. Central,2022-06-01,2233,Centro,721226.61,1146.55,1146.55,1
1,Recapeamento Av. Central,2022-06-01,2234,Vila Nova,160495.41,255.14,255.14,1
1,Recapeamento Av. Central,2022-06-01,2242,Vila Nova,202942.12,322.62,0.0,0
1,Recapeamento Av. Central,2022-06-01,2263,Vila Nova,1195812.78,1901.01,1901.01,1
1,Recapeamento Av. Central,2022-06-01,2267,Vila Nova,325177.66,516.94,516.94,1
1,Recapeamento Av. Central,2022-06-01,2274,Vila Nova,270716.9,430.36,0.0,0
1,Recapeamento Av. Central,2022-06-01,2294,Vila Nova,650630.04,1034.32,1034.32,1
1,Recapeamento Av. Central,2022-06-01,2296,Centro,3023197.01,4806.03,0.0,0
1,Recapeamento Av. Central,2022-06-01,2303,Centro,1011506.34,1608.01,1608.01,1
