shap_porte_num,shap_regime_num,shap_gap_medio_pct,shap_gap_std,shap_taxa_omissao,shap_taxa_retificacao,shap_cv_receita,shap_slope_receita_norm,shap_razao_ultimo_media,shap_meses_sem_fiscalizacao,shap_n_acoes_historicas,shap_gap_vs_bench_pct,shap_n_meses_com_dados,id_contribuinte
-0.080148794,-0.028456418,-0.7195022,-1.1317759,-0.0013679634,0.11306188,-0.66889995,0.10784984,-0.31230587,-5.0884414,-1.2839689,-0.5444424,0.0,40
0.035448544,-0.05545294,0.60323817,-0.5680901,0.00066399924,-0.1000265,-0.6098367,-0.55176914,0.25780645,-5.407605,-1.5173602,-0.1831972,0.0,41
-0.041113093,-0.016386913,-0.18058334,-0.85158837,-0.045505803,0.04562207,0.54807425,-0.5466566,0.06383711,-5.5983367,-1.2852604,0.044699036,0.0,42
-0.028716566,-0.014733156,-0.46234784,-0.07126133,0.010245832,-0.02803444,-0.2007447,-0.6024993,0.28539205,-5.263879,-1.4483047,-0.4694677,0.0,43
-0.020604635,-0.0939108,0.58545893,-0.5008921,0.00384259,-0.061599795,-0.50828236,-0.20614046,0.29672316,-5.6610475,-1.5386117,0.43470308,0.0,44
-0.008157369,-0.08065979,-1.1435786,-1.291077,0.011837594,0.0242766,-0.70846295,-0.43369168,-0.8058128,0.60530573,0.5181158,-0.41883263,0.0,45
-0.036805317,-0.015347662,0.6906661,-1.26919,-0.10401376,0.016147245,0.6703879,-0.35309136,0.5473304,1.691059,0.63554126,-0.5083526,0.0,46
-0.010834549,-0.049770292,-0.654974,-0.70596427,0.0053918324,-0.033089664,-0.37117344,-0.13308269,-0.8587591,-4.6967955,-1.2666974,-0.040522866,0.0,47
0.012375928,-0.098045364,-1.4801738,0.037922993,0.0096781375,-0.11459238,-0.32770786,-0.16488841,0.11581016,-5.3242087,-1.288098,0.06566476,0.0,48
-0.08559056,-0.057574898,-1.3530877,-0.28964016,0.00740117,-0.019831765,-0.47213593,-0.56219655,-0.69827074,-4.8826885,-1.2025948,-0.849273,0.0,49
0.0060321055,-0.008594265,0.5480368,0.78642124,0.013872106,-0.054870557,-0.41521558,-0.4205392,-0.40620333,1.7076998,0.6831394,0.2782099,0.0,50
0.032973908,-0.012149753,0.88156134,-0.4333503,0.0011626459,0.04008662,-0.40628064,0.18096597,-0.16730362,-5.7282577,-1.572495,0.34116045,0.0,51
0.002224487,-0.024338495,-0.5657753,-1.0272266,0.0029320805,-0.08252589,-0.6002066,-0.28411525,-0.39481437,-5.0716515,-1.2526301,-0.26313484,0.0,52
-0.0076696416,-0.045607265,-0.36829966,-0.60640013,0.0074404385,-0.039009824,-0.2518417,-0.07043003,0.09543205,-5.104304,-1.3048619,-0.3144294,0.0,53
-0.08556204,-0.06766976,0.4018259,0.040637143,0.0011626459,-0.027280578,-0.5343243,0.22359255,0.042551994,-5.920274,-1.6144025,0.15001602,0.0,54
-0.0115039395,-0.044832963,-1.5249277,0.6551185,0.006251859,-0.077126145,-0.34363645,-0.5528635,-0.49032378,-5.385801,-1.3434241,0.13174757,0.0,55
-0.0069005634,-0.03125899,-1.1572262,0.3909441,0.0075934366,-0.05977756,-0.51434517,-0.91933113,-0.07892522,-4.9595113,-1.3963952,-0.44294092,0.0,56
0.00074033625,-0.018773116,0.7133786,-0.064138025,-0.007869368,-0.25790405,-0.42755353,-0.4869016,0.49920622,2.2603335,0.7005633,-0.5981168,0.0,57
-0.04778475,-0.027803142,0.49694386,0.13420235,-0.065730125,0.014612919,0.5574852,0.16105416,-0.2213227,-5.9679823,-1.6276851,0.3337357,0.0,58
-0.018388653,-0.08081018,-1.7121898,-0.20876972,0.010404924,-0.071303464,-0.38135424,-0.7867283,-0.35232314,-4.995006,-1.2978632,0.22164819,0.0,59
-0.03159232,-0.038508825,-0.9830026,-0.990642,0.01263365,-0.08749895,-0.524671,-0.45816216,0.43074316,0.86609536,0.55336195,-0.68932855,0.0,60
-0.0012506228,-0.016352704,1.1286883,0.11545173,-0.084754795,-0.015488075,0.610344,0.2541391,-0.45041993,-5.7287374,-1.5571867,-0.56767,0.0,61
-0.004160534,-0.020582382,-0.5729911,-0.99619675,0.0017340323,-0.04559105,-0.43422478,0.11526906,0.062735334,-5.3898907,-1.2963753,-0.04733421,0.0,62
-0.016058248,-0.019391056,-0.64386916,-0.092900336,0.0084895585,-0.085830845,-0.5840258,-0.41326433,-0.48664528,-5.179429,-1.3976154,0.10232655,0.0,65
-0.04664507,-0.035471305,0.1575536,-0.4523227,0.009022461,0.00048538984,-0.71109015,-0.5375798,-0.2305455,-5.192309,-1.3761098,-0.45667166,0.0,67
0.02127255,-0.004593155,-0.62571365,1.0504186,0.01524722,-0.006308507,-0.15168191,-0.32020822,0.21156065,1.9144075,0.63161075,-0.17489123,0.0,68
-0.09245906,-0.046946056,0.70986706,-0.09595098,0.011624463,-0.32627144,-0.32875732,0.1875656,-0.14579998,-5.571303,-1.5373266,-0.33013806,0.0,69
-0.10169831,-0.005280373,1.0925856,0.10759489,0.0067636995,-3.823894e-05,-0.63653415,-1.7405609,-1.3170152,1.32929,0.70704424,-0.13952754,0.0,70
-0.10827853,-0.009680844,-2.0118494,0.8619785,0.008663809,-0.07332908,-0.2967133,0.11620682,-0.5130402,-1.4619863,0.58084637,-0.32659146,0.0,71
-0.06852857,-0.0007815906,-0.65926886,-0.8309036,0.00030392664,-0.11375981,-0.57015216,-0.28493196,0.08596943,-5.073604,-1.2782888,-0.76492107,0.0,72
-0.019458218,-0.012858573,-0.4221046,-0.568278,0.0084895585,-0.035057325,-0.30532062,-0.88354445,-0.49353683,-4.920976,-1.3908572,0.106653735,0.0,73
-0.073489584,-0.034078024,-1.2995017,-1.2393857,0.008495087,-0.10651493,-1.066922,-1.0661839,-1.1162513,0.6376934,0.48118865,-1.1664513,0.0,74
0.0004962093,-0.020582382,-0.48767072,-0.8338405,-0.000735451,-0.049541377,-0.4001133,0.30596828,0.118313506,-5.385486,-1.348881,-0.42991132,0.0,75
0.04610711,0.03097763,-1.2178088,0.329076,0.010474194,-0.042487115,-0.58099043,-0.7326539,-0.59455544,-5.027174,-1.297492,-0.08315062,0.0,76
0.008322265,-0.030515064,-1.7882485,-0.60454345,0.011006815,-0.07725197,-0.38088444,-0.193081,-0.253897,0.99178207,0.62373084,0.37931535,0.0,77
-0.0628176,0.016226688,-0.6538112,0.4428989,0.010901508,-0.022680685,-0.49560103,-0.2366594,-0.17230463,-4.999681,-1.3763671,-0.17134675,0.0,78
-0.0387744,0.037601836,1.0263102,-0.5254077,0.013675341,-0.048543688,-0.4854104,0.029867329,0.4193943,1.4283974,0.68378115,0.39151606,0.0,79
-0.008723207,-0.03225823,-0.09474472,-0.20594114,0.00812634,-0.1616554,-0.5585546,-0.789075,-0.010761246,-5.4174795,-1.542614,-0.3367432,0.0,80
-0.065085314,-0.01677675,0.08828935,-0.029774485,0.010245832,0.026561221,-0.24023771,-0.45821908,-0.45132434,-5.0825024,-1.4051361,-0.45880672,0.0,81
-0.07914209,-0.07909493,-0.5544694,-0.8742538,0.003727562,-0.08241489,-0.7418172,-0.57161796,-0.19309525,-5.001929,-1.2463522,-0.76890165,0.0,82
0.038932767,-0.016077755,-0.0019114241,-0.63985103,0.0041374676,-0.02348157,0.26277646,-0.49996826,-0.8689497,-5.321551,-1.4189113,0.096740015,0.0,83
-0.033123046,-0.032759298,-0.42127016,0.6670813,0.0084895585,-0.049417052,-0.4550886,-0.8334202,-0.6874868,-5.376417,-1.4160905,0.09203922,0.0,84
0.009034351,-0.011419201,-0.5175689,-0.35955602,0.017946573,0.025099922,-0.5384344,0.20995478,-0.6447602,-5.2029915,-1.3431122,0.18587437,0.0,85
0.017543308,-0.042398155,-0.53234804,-0.448037,-0.004457151,0.065910965,-0.3978273,0.11876812,-0.5340191,-5.576647,-1.3229487,0.10699161,0.0,86
-0.0997986,-0.0153350495,-0.55776256,-0.9894457,-0.0012825173,-0.16945328,-0.639546,-0.11962475,-0.12212113,-5.1094403,-1.2870772,-0.29130188,0.0,87
-0.044507876,-0.03912015,-0.33777168,0.623731,0.009022461,-0.008753681,-0.23908508,-0.57719636,-0.5838647,-5.1648207,-1.2947271,-0.7976698,0.0,88
-0.019380026,-0.0348573,-0.57535124,-0.79269665,0.0074404385,-0.035412155,-0.33608502,-0.108111955,-0.22928059,-4.888711,-1.319909,-0.59306824,0.0,89
0.011808124,0.0116435755,-0.48712224,-0.7399059,0.0032481882,0.07573454,0.047728345,-0.16555597,-0.39759612,-5.2234764,-1.2710962,-0.66160476,0.0,90
-0.008916396,-0.011346791,-0.984778,-0.30006877,0.012194971,0.078431055,-0.34397393,0.16207354,-0.4583675,-5.4863844,-1.3937633,0.13860331,0.0,91
0.0146087995,-0.027281743,0.8088727,0.08885878,0.007353839,0.07350212,-0.6523171,-0.34552193,-0.69253963,-5.455898,-1.5577819,-0.13045134,0.0,92
-0.0008489671,-0.021739343,0.31775478,-0.69527996,-0.062265716,-0.15186433,0.5526132,0.07736927,0.042969268,-5.769207,-1.5490618,-0.035589565,0.0,93
-0.014530038,-0.025333403,-0.6965387,-0.07339944,0.012335038,-0.03869657,-0.3862894,-0.008157633,0.41817224,-5.019357,-1.3148894,-0.49332184,0.0,94
-0.05766352,-0.04772006,-0.9808252,-0.4198168,0.011846248,0.01905659,-0.10451148,0.03758715,-0.08547715,-4.996743,-1.2275977,-0.041936077,0.0,95
-0.013180558,-0.0058063134,0.14974491,0.11523686,-0.078093395,-0.003420577,0.16886193,-0.031111319,-0.5143964,-5.914789,-1.5994414,-0.25679553,0.0,96
0.03046942,-0.012749542,0.30248356,-0.58245665,-0.04317936,-0.042765398,0.37008142,-0.5227634,-0.92347264,-5.598397,-1.371824,0.13243152,0.0,97
-0.02113934,-0.04369108,-0.5943209,-0.16662031,0.019567864,-0.01892614,-0.54907197,0.18919481,-0.16450505,-5.404391,-1.379025,-0.2877348,0.0,98
0.015437031,-0.012441745,0.3615066,0.052434795,-0.08408154,-0.0076700225,0.48676512,0.19668648,-0.32224488,-5.68375,-1.5986462,-0.31432387,0.0,99
0.005979703,0.007233459,0.8127705,-0.5433445,0.006415516,-0.12857229,0.11269334,-0.10507569,-0.063617475,-5.477971,0.7043667,-0.26583695,0.0,100
-0.026740503,-0.052958082,-1.2909157,0.7813589,0.01192157,0.019279318,-0.33265683,0.47506046,0.50780773,1.4133734,0.6359637,-0.6322086,0.0,101
-0.00028426154,-0.010048935,1.0828352,0.0622104,0.0019499375,0.007155966,-0.22525002,0.23390839,-0.40330732,-5.8473067,-1.6332266,0.08931563,0.0,102
-0.040687084,-0.017477931,-0.7292365,-0.62785,0.009022461,-0.011695573,-0.16689469,-0.6181053,-0.12171924,-4.8294735,-1.3634727,-0.2345377,0.0,103
0.03961001,-0.016982207,0.016703598,-0.62237144,0.0074803196,-0.40599397,0.08530045,0.07183371,-0.55600315,-5.5192933,-1.486168,0.4912374,0.0,104
-0.00087534176,-0.032526862,-1.0551797,-0.39874366,0.014043256,0.012608457,-0.32141092,0.043097246,-0.5005003,-5.2333155,-1.2200887,-0.0609925,0.0,105
-0.07218881,-0.01910717,-0.11595741,-0.16504829,0.007902544,-0.12005606,-0.3069447,-0.34262818,0.16872713,-5.32055,-1.4912566,-0.47837844,0.0,106
0.00710082,-0.016793393,-0.40904725,0.56656057,0.007013124,0.011087026,-0.5547261,-0.62852067,0.33983195,-5.3523345,-1.3992515,-0.29860446,0.0,107
-0.002681379,-0.019938368,-0.65546876,-0.8796708,0.0048474343,-0.104893066,-0.36908188,-0.20598231,0.2395268,-5.283548,-1.2198188,0.08352944,0.0,108
0.0012974194,-0.029379759,-0.122960605,-0.18175699,0.022037346,-0.0017037431,-0.3146981,0.2693241,0.15400986,-5.540372,-1.565356,0.031792313,0.0,109
-0.004918264,-0.03277711,-0.45488328,-0.4394391,0.007013124,-0.07140057,-0.4743706,-0.14356329,-0.10610593,-5.17602,-1.3460255,0.02933879,0.0,111
0.008233251,0.013882808,-1.6701959,-1.4758145,0.015095476,-0.13992426,-0.63553655,-0.07597684,-0.74987686,0.8998113,0.58863693,0.22648036,0.0,112
-0.009468204,0.0027762009,-0.81752914,-1.0045481,0.0040861694,-0.1463076,-0.38163328,-0.22460793,0.009112844,-5.2598295,-1.1469065,-0.19640371,0.0,113
-0.036528133,0.026037091,-1.049779,-0.14908478,0.011007097,-0.07810479,-0.4512037,-0.46607873,0.15083082,-4.8075275,-1.2897065,-0.2547041,0.0,114
-0.071282126,-0.09712107,-1.3801079,-1.1276518,0.011837594,-0.11609025,-0.6893821,-0.5449454,-0.017594773,0.97165024,0.518466,-0.53306985,0.0,116
-0.05984637,-0.00950289,-0.34486604,0.39766964,0.010245832,-0.037633665,-0.06287477,-0.60684454,-0.16640557,-5.1036735,-1.4163675,-0.7641878,0.0,117
0.0039677033,0.00855522,0.453961,-0.62912637,-0.10006714,0.0019944923,0.11654959,0.040182382,0.0034135608,-5.9163117,-1.5042217,0.02429948,0.0,118
-0.023407644,-0.026558127,-0.89873886,-0.50177866,0.0074752294,-0.02494747,-0.33285296,-0.83737946,0.12642756,-5.0010424,-1.3934875,-0.469661,0.0,119
-0.03312889,-0.032480307,-1.157679,0.55924547,0.0074752294,-0.090214066,-0.10327845,-0.07028737,-0.2355552,-5.2973385,-1.3838423,-0.8650686,0.0,120
0.02387275,-0.015399782,1.514651,0.21051429,-0.011400665,-0.6113801,0.87412477,-0.069874935,-0.7807843,2.7141316,0.7048912,-0.5050549,0.0,121
0.0005325689,0.007545399,-1.1833191,-0.75978917,0.0122387335,0.0032294942,-0.51238626,-0.42416993,-0.31864387,-4.6958785,-1.1912146,-0.38361984,0.0,122
0.00065524504,-0.007430635,0.9365002,0.17551523,-0.06216639,0.039048806,0.49448508,-0.11671398,-0.33579758,-6.028895,-1.6036792,-0.13923205,0.0,123
-0.076550834,-0.035240605,0.95032734,0.25159177,0.0029735037,-0.050860696,0.71889555,0.5110739,-0.3429884,1.5151434,0.7232906,0.27737474,0.0,124
-0.013981128,-0.043101747,0.8043907,0.2983349,-0.070898734,-0.02478917,0.7572313,0.04370016,0.20479432,1.1296917,0.71815085,-0.01796894,0.0,125
-0.013622266,-0.021983169,-1.2067846,-0.24471675,0.009022461,0.03094038,-0.5274598,-0.60574436,-0.22268905,-5.167769,-1.3768415,0.1781152,0.0,126
0.022469196,-0.031875048,-0.49575964,-0.92649406,0.0074404385,-0.0075034956,-0.28066403,-0.50948244,-0.30914462,-4.85012,-1.2239324,-0.16114184,0.0,127
-0.025149154,0.0027762009,-0.70804006,-0.9561522,0.0040861694,-0.14523603,-0.40747786,-0.27204263,-0.017186739,-5.3873186,-1.1810292,-0.16285795,0.0,128
-0.020675015,-0.02704826,0.3811994,-0.82778054,-0.0037739514,-0.44865495,-0.9675048,-0.32769322,-1.556759,1.4538842,0.68110794,-1.0331415,0.0,129
-0.050367597,-0.094661206,-0.5121266,-0.15577652,0.007902544,-0.108647764,-0.4104208,-0.692277,-0.6153777,-4.991519,-1.3090142,-0.49640843,0.0,130
0.008784797,0.004304644,-0.6239286,-0.81718284,-0.000735451,0.061984926,-0.5285136,0.39613256,-0.15817869,-5.356519,-1.337126,-0.36472377,0.0,132
0.01991158,0.016792309,0.58842415,0.1146214,0.012413984,-0.074822195,-0.22073288,-0.15413839,0.24620558,-5.778227,-1.5718243,0.07242444,0.0,133
0.0061011733,-0.040134653,0.054098077,-0.0379178,0.010901508,0.068460606,-0.3485242,0.1015,-0.35581568,-5.572363,-1.5062041,-0.31613567,0.0,134
-0.053406492,-0.04261301,-0.6769448,-0.34555855,0.006251859,0.003967596,-0.1826006,-0.6460878,-0.30562788,-4.9974427,-1.3562984,0.106258005,0.0,135
-0.041746642,-0.119794175,0.11573949,-0.73482686,0.008128413,-0.029950138,-1.045445,-0.95350224,-0.52213806,0.7273289,0.6302751,-1.2377021,0.0,136
0.037431218,0.007010745,0.8202469,0.00841631,0.010124442,-0.07110971,-0.4206497,-0.35905558,-1.0254667,-5.3098693,-1.5487854,-0.17575583,0.0,137
-0.0036240497,-0.01614276,0.6093034,-0.43847322,0.0019239108,0.085038856,-0.30328897,-0.07600314,0.40766796,-5.7222056,-1.5384612,0.42096552,0.0,139
0.008092285,-0.01249787,0.52185696,-0.94432044,-0.037856095,-0.17724213,0.5700145,-0.24004993,-0.7171115,-5.3236723,-1.3732936,-0.28798392,0.0,140
0.042312253,-0.054348268,-0.5610318,-0.6868674,0.0019182176,-0.043601077,-0.69520813,-0.023747774,0.05251991,-5.285512,-1.2769771,-0.35132504,0.0,141
-0.10363064,-0.032868896,-0.48488158,-0.94015425,-0.0041572354,0.043802295,-0.65179056,0.09851363,-0.69303095,-4.902673,-1.1889607,-0.6780132,0.0,142
-0.053073365,-0.041990295,-1.4290864,-0.17815414,0.0084895585,0.00059685885,-0.11151091,-0.94558275,-0.47840118,-4.860024,-1.3038054,-0.75337034,0.0,143
-0.049168535,0.0007453589,-0.26137844,0.41733083,0.008916873,-0.06354823,-0.27415583,-0.4631483,-0.43630958,-5.5350833,-1.3833572,-0.6993237,0.0,144
-0.015853161,-0.030495856,-1.3845873,-0.8689796,0.006251859,-0.06021928,-0.41836402,-0.5972985,-0.40268487,-4.9431534,-1.3319719,0.18719076,0.0,146
-0.001901896,-0.050105847,-1.2928557,-0.18723276,0.0096781375,-0.09702722,-0.20482688,0.044739794,-0.35019535,-5.298134,-1.3058255,-0.20785747,0.0,147
-0.0017943368,-0.029609457,-1.1554602,0.5385598,0.01984034,0.053214643,-0.11687971,0.074062385,-0.496567,-5.348192,-1.3127456,0.30190292,0.0,148
-0.023531469,-0.0898382,-1.1455795,-0.24339676,0.0049230256,-0.087350056,-0.44317257,-0.22858796,-1.0011505,-4.837221,-1.2407074,-0.70710784,0.0,149
-0.0645934,-0.029674796,-1.278321,-0.6065871,0.011846248,-0.022682343,-0.32375902,0.040649693,-0.41926515,-5.09182,-1.2871232,-0.86634815,0.0,150
-0.01066256,-0.01927617,-0.64312494,-0.71130997,0.00740117,0.04004851,-0.4758758,-0.8383957,-0.6527843,-4.7502036,-1.2913702,-0.39696065,0.0,151
-0.07319649,-0.014919834,0.25562364,-0.0008560753,0.0067846864,0.080554046,-0.36164227,-0.9688083,0.24096991,-5.6570935,-1.5213501,-0.5604937,0.0,152
-0.014207194,-0.034176502,0.5470456,0.18183273,-0.07218282,-0.032849792,0.5361754,-0.38231394,-0.20719443,-5.6445055,-1.5635457,-0.13854016,0.0,153
-0.04269153,-0.04530845,-1.0724214,0.41179636,0.0066791736,-0.099534385,-0.34261993,-0.12850903,-0.31778693,-5.3863726,-1.3900292,-0.8019909,0.0,154
-0.025663216,-0.05534914,-0.4892562,-0.60077965,0.008663809,-0.105484106,-0.46399757,0.18777338,0.11292007,-5.134608,-1.3463339,-0.8888354,0.0,155
-0.03508928,-0.069768965,-0.4097898,0.28195196,0.008916873,-0.048888322,-0.2119121,-0.3455496,-0.31291127,-5.334697,-1.3634477,-0.6443236,0.0,156
-0.024871813,-0.026982876,0.99901956,0.035437748,-0.07964536,-0.07753813,0.33221388,-0.76965755,0.06359024,-5.977154,-1.6274728,-0.2318575,0.0,157
-0.0274216,-0.09214983,0.6818232,-0.43236837,0.0075459513,0.032664288,-0.7252426,-0.5343911,-0.6811982,-5.2275825,-1.5160085,-0.6389926,0.0,158
-0.06378892,0.010236818,-0.56340677,-0.23014076,0.0062812525,-0.08714204,-0.5857812,-0.68957794,-0.96006495,-4.734699,-1.2911685,-0.1303389,0.0,159
-0.022556452,-0.00300813,-0.06958003,-0.7829074,-0.02416634,0.053784013,0.39614168,-0.37637076,-0.38505018,-5.8435726,-1.3033979,-0.15179726,0.0,160
-0.11053275,-0.024630645,0.16959722,-0.6438999,-0.0032035068,0.021974968,0.67179483,-0.014291875,-0.2576938,-5.9146357,-1.5940504,-0.027055647,0.0,161
-0.016952561,-0.020863218,-0.6103721,-0.08886067,0.011007097,-0.0020155525,-0.2667808,-0.45631358,-0.44996515,-4.91542,-1.1655478,-0.12726307,0.0,162
0.030099455,0.05133288,1.2705709,0.37475985,0.01793924,-0.30245116,-0.16992584,0.0683072,-0.20672175,0.980037,0.67995214,-0.49511454,0.0,163
-0.071393624,-0.039650124,0.1944588,0.5495194,0.011846248,0.012375533,-0.2183687,-0.040455863,-0.651407,-5.406974,-1.406167,-0.53303623,0.0,165
-0.061264984,-0.05922583,0.14480294,-0.72858936,0.011522587,-0.113890134,-0.40338883,-1.1177409,-0.2762841,-5.3300915,-1.5227355,-0.120678045,0.0,166
-0.024331385,-0.025236592,-0.52664983,-0.64923507,0.009022461,-0.0017993577,-0.2096604,-0.6220518,-0.4855898,-4.937809,-1.3062723,0.13020226,0.0,167
